,Avatar (2009),"Lion King, The (1994)","Fast and the Furious, The (2001)",Toy Story (1995),Jurassic Park (1993),Twilight (2008),Pride & Prejudice (2005),"Notebook, The (2004)",17 Again (2009),"Twilight Saga: Eclipse, The (2010)",Aladdin (1992),Beauty and the Beast (1991),Mrs. Doubtfire (1993),Toy Story 2 (1999),"Hangover, The (2009)",Harry Potter and the Goblet of Fire (2005),Total
"Bone Collector, The (1999)",0.18182922440550087,0.3455602542116333,0.8241555079535416,0.4900403533673065,0.3926242754781927,-0.07844271872140568,0.25909320274861414,-0.002426257949653692,-0.018706161244102716,0.08098799947545055,0.14006079612813294,0.22210006828892792,0.2728066608663549,0.9085953483102059,0.1663798148842201,0.22913678226106635,4.413795150463986
Ben-Hur (1959),0.007487604141934014,0.4123310685153711,0.2380737176938737,0.6691347487367769,0.6554030375806217,-0.16211335173172461,0.18542781603360886,0.1309471888930194,-0.15032769711787275,-0.003913121715265318,0.38753828681777397,0.5050048596348462,0.301538970063272,1.0162823842904447,0.065560302656405,0.14643909373739658,4.404814908230481
All Dogs Go to Heaven 2 (1996),-0.0058980729205765255,0.7146954214769783,0.3147322391255086,0.5557678243731389,0.5840420727704813,-0.08889486675190197,-0.008541520221624741,-0.003357329749836691,-0.0824322022934183,-0.030234042313673288,0.7254616772551894,0.6345387304163999,0.5480794232432966,0.3435995390533032,0.05249732631246415,0.1298551863074927,4.383911406083222
Rebecca (1940),0.07125993857172844,0.2573723483869279,0.4484053047456409,0.5201422464468698,0.399894104700887,0.1538000403780626,0.43202295337344093,0.10115410574499546,0.2669261990373408,0.1598973598507424,0.46254627382823765,0.4673735225738892,0.2634829634031412,0.14952930818196034,0.03676373378011111,0.19052104207316156,4.381091445077137
Rear Window (1954),0.3153430097140213,0.08413602196585214,0.5471268230220616,0.7553686776686191,0.3160847926475871,0.2898386376486638,0.2153703999557948,0.004454327589861789,0.3294115643428158,0.003967459109182581,0.043125301986171934,0.24842619913642316,0.13127222860627025,0.6787003271275588,0.229532037853487,0.18829167020363316,4.380449478578004
Made in America (1993),0.13846238566451677,0.7952340194952122,0.05981884516421063,0.3694188893341977,0.7945774696107175,-0.09276567997995273,-0.09661029450290683,0.24813407094718232,-0.08602160706687108,-0.031550545000513866,0.7105041263386087,0.567385756639467,0.7979931368081499,0.002375537830093127,0.07680570401530401,0.09949849632222448,4.353260311619639
Nightcrawler (2014),0.9208238096509136,-0.0526849567934519,0.8886801367830985,0.002095967241649407,0.18375684493095398,0.7940415981761727,0.041437626184008515,0.28328453627363787,0.1993428553162941,0.04685832384063545,-0.12987616353319503,-0.09815699209759299,0.045956010250223674,0.3333719513021367,0.5888718295430638,0.2907567538631432,4.3385601309316915
"Dreamers, The (2003)",0.5231375456685394,0.3049690773766185,0.3150375167639273,0.31596935607807797,0.2612091793656084,0.1378521123644477,0.2824234438674493,0.4855600545827603,0.3686726293680982,0.0009123748121856105,-0.0306650018809752,0.14288477915784628,0.347462655813852,0.4688449701756673,0.21986449472884992,0.19383736610692617,4.3379725543498795
City of God (Cidade de Deus) (2002),0.7964793984158035,0.0689090304523024,0.5491560655413713,0.2666195658940802,0.3374868618168271,0.2455330200565385,0.39590464357792643,0.33836077001534254,0.3097518159958633,0.07238102317085654,-0.22624649386904677,-0.04243869277202638,0.004005040127279529,0.38724768583612845,0.5078682171546961,0.3264760488810112,4.337494000294954
Rush (2013),0.736983685152029,0.11547078887780354,1.0382771286601695,0.24102145586906068,0.0003682443012703031,0.4736240009513504,0.3089998627161743,0.04908089748671207,0.34107624363945255,-0.03118303064256846,-0.20028380774896273,-0.13672521213346,0.08156762063578664,0.4833916677093252,0.5466623703806772,0.2801108574700759,4.3284427733248965
"Faculty, The (1998)",0.23767020491625904,0.36294599771827185,0.8119663732688644,0.3662267935356906,0.20772247202056215,0.09766435893872372,0.2074516013517935,0.1515463799512475,0.1311227225801308,0.1411691998728517,0.2083146965045657,0.2408438673415839,0.22911921709037703,0.5735940077034942,0.15523091339465925,0.20519834897522532,4.3277871551643
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0.29271736812511323,0.22102790560919877,0.3544475698301729,0.5410024174367619,0.5627356994751407,0.2425342076849271,0.24508381952326147,0.033206597737588314,0.16337231958570034,0.10918821981518077,0.29180119576091984,0.30943895949133043,0.26341161528864415,0.35526617926932336,0.20045681943121516,0.13927969273928975,4.324970586803769
Under Siege (1992),0.27427371779608256,0.3228968986580069,0.3474944268748067,0.7675102333475682,0.8443143838437245,-0.13068334934326148,-0.10769364707256157,-0.13974301221451235,-0.12118265860626531,0.11710550697316072,0.46530867075035043,0.5518294440415952,0.22628834027346362,0.7423487020860327,0.05090192468786018,0.10916916459543347,4.320138746691484
Vertigo (1958),0.06665714052864928,0.15813815520784374,0.6387282718143654,0.6429591959279304,0.4243446330209439,0.2735865207041176,0.3476105481583262,0.07413401898268604,0.4031909167363207,0.017797887462120663,0.18485887259282002,0.18236812671449149,0.15031657720938102,0.5284298803597683,0.08258357663433093,0.13451483119112137,4.3102191532452165
Raging Bull (1980),0.27605831439295375,0.032172202492085196,0.491409109977556,0.8724937391371372,0.6642818703229709,-0.034488268754158495,0.05757517236641992,-0.01907525189846981,0.07242210335283174,0.08845898211548818,0.11163533163326914,0.20693885840094164,0.2685958032492026,0.6914833974528257,0.3023004348464319,0.22615666291543632,4.308418462002923
Stop! Or My Mom Will Shoot (1992),0.38227643380444865,0.42608381447554344,0.6462093261586638,0.3814476924227046,0.3256209259922372,-0.0842628855322685,-0.08775510715489207,0.15951784421922868,-0.0781369665068371,-0.028658658702588203,0.42310237872218226,0.3499916539549793,0.3742411077439953,0.6606728830473847,0.2923493918391238,0.15939379263233566,4.302093627116242
"Opposite of Sex, The (1998)",0.07228202709766678,0.11282083170638138,0.521305670166564,0.5008481483401663,0.3527123192978212,0.19050910258108025,0.32654346791001015,0.15565911298026225,0.4623145062812689,0.07263961523458085,0.6039510119055087,0.14092960423516035,0.10311747686221251,0.5714924729730702,0.05854039335737442,0.05627142876837306,4.301937189697501
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",0.1992222536260989,0.16561032376594764,0.47256306645391005,0.3771065721917348,0.3443709661074179,0.34308054566706764,0.38816013452417525,0.2276525185309216,0.36494484439033426,-0.032932162540703656,0.17204888961643694,0.05265238926754094,0.22437232580799815,0.6925694427604857,0.15129599309798678,0.1585701794112009,4.301288282678554
Homeward Bound II: Lost in San Francisco (1996),0.07680518963732766,0.8245154485415638,0.2699260529280443,0.8553753695532258,0.42431337281759024,-0.10335680808989128,-0.10764036517171768,-0.1105220501918783,-0.09584275925230132,0.17490259106155373,0.6752161320249863,0.6065669788119675,0.3412891847205987,0.32924821388787295,0.0353598875064845,0.10489726118021155,4.301053699965638
Fantastic Beasts and Where to Find Them (2016),1.105066206291266,0.4131912483202315,0.45499500841716517,0.16632899025774744,-0.04378036880879629,0.2897533426998484,0.12828714578942438,0.005420777929959309,-0.0959864639398658,0.1690375479597988,0.04782019701476925,0.21989919203473207,0.11672812436137246,0.5574893621389814,0.2700740208571409,0.4932890443839885,4.297613375707764
Hard Target (1993),0.1798177736102581,0.05639357653776698,0.761021439363246,0.5684708658416696,0.7822299154123874,0.08502479133880923,0.06772338158465085,0.008003319987522902,0.25210787315663696,-0.029376499734727148,0.39587366789466066,0.2066060539920055,0.14493403522036194,0.6443287473565106,0.11656826345387428,0.05630481377688069,4.2960320187925145
"Specialist, The (1994)",-0.23633185044465863,1.367590815225853,0.17830631054688625,0.01654314485657568,0.8105094519140097,-0.08575911940808482,-0.09939925043458188,-0.006869982049924307,0.0043896063069992705,-0.05740016943795401,1.2119261365751746,0.9179866564010646,0.6189962542876397,-0.15951287607165288,-0.08341100857858497,-0.10408082503490515,4.293483294653856
Wag the Dog (1997),-0.12293892561001611,0.22304510332013253,0.5440511270828341,0.8287305839512795,0.5014033107340827,0.017151562686958437,0.08283205759849893,0.010749046790698567,0.18801795949479672,-0.0520735949195344,0.43782883033024195,0.1596305141120982,0.3050817695754287,1.1980392844873597,-0.019996256827167876,-0.008548899003071216,4.293003473804621
Jaws 2 (1978),0.4216254369364211,0.3920297956552387,0.24607111341075105,0.4637361805243786,0.4171434251198319,-0.10902003895482908,0.1620684887851993,0.030842219503275876,-0.10109427274627798,0.06665004452961606,0.6005355175284343,0.4035959875482015,0.27781562900791,0.5666069899881252,0.23356716458652846,0.2024574978063465,4.274631179229152
Starman (1984),0.29778921425832333,0.19818665757230683,0.14676566077208364,0.5883428302927864,0.6338675920375166,0.10805129296559969,0.25318385242857183,0.15370884538024784,0.30823789466370355,-0.033245756879001394,0.45463647513992067,0.08756988221740969,0.018645549401351425,0.7292979391016234,0.18215309771488786,0.14179887909077177,4.268989906158104
21 Grams (2003),0.3144465293938689,0.35457793705307333,0.40421681279785515,0.27142509439819584,0.32338881455820373,0.1316967231894093,0.5017019624404644,0.22312610300066396,0.3388898845798418,0.023918752635393288,-0.046271622373204736,0.11746108219546122,0.18556038101673364,0.770439919285098,0.1802849259895988,0.169101642922528,4.2639649430831845
"Thomas Crown Affair, The (1999)",0.12535160888479632,0.4447810029253777,0.8149279088168349,0.608847436504203,0.6512438833553867,-0.13121343047517176,0.06253589158225978,0.07597428898439203,-0.05668494083683309,0.03756920788174303,0.168259390431556,0.10188656224635637,0.23136594304212216,0.9500889945852915,0.05976065344406751,0.10929653385515102,4.253990935227533
Breaking Away (1979),0.07085130881611444,0.2466824667187764,0.3688198990858703,0.4740093668733411,0.3305405934532645,0.1439954331638851,0.5018789687052878,0.03959778479418295,0.3725405273315031,-0.031441106172304126,0.370637566833609,0.45196975386065663,0.09371841046719456,0.6211416073786736,0.06497082371039017,0.13042559009989402,4.250338995120339
What Dreams May Come (1998),0.32897017946092555,0.5807749002114233,0.09929243306717764,0.35391390556370783,0.32636726222443996,0.19805350236817168,0.09267620094376708,0.2143372543408898,0.12901630204779108,-0.0348333790498942,0.43448296591907937,0.4266158873289382,0.20620572642980883,0.3715160035730214,0.1882394448757846,0.32902157232104745,4.24465016162608
Dunkirk (2017),0.7584057291013876,0.21153686966510574,0.6002180774114646,0.29897790926745677,0.04385849338573343,0.515429979417982,0.18666764427463273,0.09523693979104161,0.9998021164992958,-0.032848845377654055,-0.1628086989285674,-0.08473229434493307,0.04023454778520894,0.34163807126712553,0.2987681829234107,0.1326002071492752,4.242984929287966
Focus (2015),0.4823875634967235,0.1538619375519133,0.5303560534720512,0.1736003746113363,-0.1080533065861218,0.1230928270124376,0.1166832599050982,0.1852998648892606,0.8001342427558038,0.24818816170857166,0.0956451648264662,0.07319600406045525,0.1910074216132831,0.3308630605923215,0.5406423045423366,0.303079210558507,4.239984145010444
Young Guns II (1990),0.05551782221636424,0.5500684300617297,0.14909861721890166,0.422460383862888,0.5943829681040639,0.13849357633973985,0.237308568763467,0.039632189633455675,0.355072826507707,-0.02915189664075976,0.3603867077536649,0.1746334086613994,0.12488780027872216,0.9722318330413277,0.05461913151407186,0.0353262339861326,4.234968601302876
Friday the 13th (1980),-0.0033649989177799615,0.6209620587668159,0.2726449984253817,0.5336860468686073,0.6122091174689388,-0.10367052675116212,0.10082795775352246,0.041031332080864034,0.4694537389593117,-0.03525939356232144,0.5664535593961975,0.4138231769132739,0.08943275849238638,0.550344788040907,0.027105862116099697,0.07382513079276999,4.229505606843813
"Good bye, Lenin! (2003)",0.5284780685298657,0.14588192155927093,0.32793260161168886,-0.09040530415829817,0.1141966008323521,0.31641155290683026,0.9295937882385075,0.39790865045411783,0.6374326267276327,-0.019426227982065728,-0.10400589475573735,0.16844847854437056,0.32470642822427614,0.15386745746559757,0.16390148974185015,0.23420622895863508,4.229128466898894
Alexander (2004),0.6851210622255823,0.3884110654207901,0.5266613028782748,0.10588446008990496,0.549259934975697,0.046589291695392054,0.4254278478316311,0.23474705003769897,-0.07586418531376742,-0.027825060171320082,0.32526506605198335,0.29786411481234193,0.21165817083221605,0.25130383320889005,-0.01038281162430553,0.2921202124950337,4.226241355446043
2010: The Year We Make Contact (1984),0.24896121592755716,0.5671332498307473,0.20884152570196315,0.6461840677773222,0.6351936150832066,-0.11468446984727798,0.18537694483048994,-0.12263500553989612,-0.10634689902566262,-0.03900534688646247,0.5363996678257408,0.45185391480837966,0.252952560814208,0.7725663890530509,0.043158772317301176,0.04992057124419326,4.215870773914861
Rebel Without a Cause (1955),0.14678521915678847,0.21788835879293925,0.5111707079435548,0.1687106891153385,0.33426031930709,0.14393264716016438,0.5992447878636534,0.2131522498563319,0.3876057903597166,0.03743612807880123,0.29400547854117026,0.29648208398481013,0.2432053743354846,0.2909271658281729,0.12023558887066584,0.20727962369230102,4.212322212886984
Jack (1996),0.06378013881101789,0.46365970108546295,0.36217249949068403,0.5628546111247155,0.3262403478196323,0.13277112082174192,0.17884431346136784,0.006449992222089898,0.30201231039865345,0.06060414790573183,0.302938268873917,0.3040761124016944,0.40274261299545777,0.5108003282168597,0.09638760150033213,0.12928270210863196,4.205616809237991
Bulworth (1998),-0.0067856169244103134,0.06081117120754724,0.47331954769512796,0.9493914906504891,0.4862920732890912,0.012946316828057662,0.19877913382433066,-0.007469203423070654,0.15645447982872407,0.01187494207832042,0.3912341511798896,0.10949290360093913,0.30663145260456715,1.001541729844428,0.03639612320697661,0.023617429960060814,4.204528125451069
Dante's Peak (1997),0.2923158995088011,0.3080384047681687,0.6104876982911454,0.307827277459491,0.12119410005846692,0.32217188580963074,0.1381141226954123,0.29394344691600505,0.1099241117329568,0.06080350900933348,0.2547953132919586,0.2779707230326577,0.14296307829931096,0.6355600779351209,0.18832209361161123,0.13983846764707997,4.2042702100671505
"Wild Bunch, The (1969)",0.3026643289628263,0.10123163714610957,0.7141410039359174,0.452332713367647,0.16680704600362461,0.2196979337834776,0.4265908020925963,0.08482758378031405,0.5173831208050118,-0.03080756250389208,0.11478241098153112,0.3364790132393593,0.2117711517608047,0.3911618609017855,0.1250059469584825,0.06952730370428324,4.203596294919879
Thor: Ragnarok (2017),0.8522238650971123,0.23730223883832252,0.4612250561385758,0.1362913866389944,-0.09599564269246559,0.5375244001819506,0.03374824787605745,-0.02860678683681394,0.6114415350472842,0.009940996733976165,-0.020561955483982063,0.04205447668370095,0.07250350948943574,0.8152558383616002,0.2789443139810977,0.2584770826776099,4.201768562732457
Welcome to the Dollhouse (1995),0.04285342987198136,0.25352348368340916,0.32968347418839966,0.7351968500295875,0.2513908786556507,0.08236454122470031,0.3769557898906244,0.20189014070786288,0.23887309914701696,0.023678911473054173,0.47787978405334774,0.1569338743019775,0.31100611726707916,0.3849698791909072,0.13190072849863374,0.19913609015922953,4.198237072343462
What's Love Got to Do with It? (1993),-0.07927970033035973,0.5785901382864568,0.030003852423767605,0.21391254760808598,0.7656992129288156,0.08641261939970858,0.2276467087241383,0.1393831531377234,0.28373258674740093,-0.039111541687406305,0.6691110434010852,0.4695288845385665,0.7284573620018808,0.08462399389302971,-0.027900558569699835,0.061511056397233345,4.192321358900427
Quiz Show (1994),-0.2730552496539401,0.8719429244319576,0.11454131994580288,0.5187685933576371,0.7044260169579551,-0.04492431734906383,0.02513444905101882,-0.10385115351047836,0.14101317268524285,-0.08876635796361157,0.9671195473156234,0.9204176348613234,0.6412525079626912,-0.05375794556562391,-0.07793254938496387,-0.07169912661438486,4.190629466527186
Hamlet (1996),0.16777766909075825,0.3495386454623386,0.0311660462373668,0.45950172647616405,0.11377731471638187,0.36361344888317865,0.43002491249572616,0.10956122699326906,0.30781837264651524,0.18033404691938662,0.2289712014174034,0.5438991303718635,0.23721764076188212,0.4265313493624757,0.105449238821697,0.13395400552385492,4.189135976180262
"Postman, The (1997)",0.40198831385379186,0.3634838809251696,0.4825569010440603,0.38328928280451624,0.4458936394520835,0.060074286641937195,0.202618663020925,-0.00993502463003711,0.2107039149456016,-0.03171642029672697,0.2862606270996546,0.40466185557036244,0.10611526689569682,0.7640957527994481,0.0875063573419515,0.02296647958244792,4.180563777050883
M*A*S*H (a.k.a. MASH) (1970),-0.09617870072230982,0.12505837122233435,0.12746558642051858,0.8621385737512187,0.7095243400069771,-0.06958286661402538,0.19223829762412598,0.19209048661911338,0.05831484912786648,-0.06499466484008781,0.5168912876248004,0.3902436579138812,0.36453097873937185,0.7501993871624235,0.0418754714256092,0.07767993632026378,4.177494991782082
X-Men: Apocalypse (2016),1.0993859597490876,0.21245104370930631,0.46711010847372497,0.3532167938182187,0.19230748739330156,0.026611899533859607,-0.10212135534560246,-0.08838869822986323,-0.09092864428036096,0.04389199930583795,0.24636859887599433,0.15910966227786424,0.1393712136629018,0.8719833511309274,0.36244512191271333,0.2836132722648093,4.176427814252721
Dead Again (1991),0.06718097796973026,0.3111312787276033,0.15399602398656767,0.4374050716661224,0.29480646679651823,0.07537328667912178,0.4315289253952209,-0.0037374933719497424,0.2461257745172811,-0.03365756156662916,0.4330924090257643,0.40116699750441553,0.14800150871215584,1.028325020293961,0.06476388353432945,0.11398322387676255,4.169485793746975
Witness (1985),0.07206926161900998,0.3034024186150749,0.4177287148836663,0.7279886375949238,0.6605754757729496,-0.03763887885417033,0.4434423875357495,0.1528343409254092,0.10679277174698494,0.011716161090261011,0.19197723262451463,0.3013951648813974,0.13298987776457336,0.4337563217853621,0.0880819321624095,0.146475672626961,4.1535874927750775
Phenomenon (1996),0.018375904903548183,0.42903213323236383,0.39348531174451906,0.9626212253264446,0.2670314471436975,-0.08280323959080219,0.14145609525803485,0.06469241733854161,0.03077147973667533,-0.001723894609444543,0.36289124813553186,0.36424558976542565,0.5166058560407121,0.4522388700849369,0.03300356328091729,0.18963682422696626,4.141560832018069
"Next Karate Kid, The (1994)",0.019706973954498413,0.7755142932130323,0.2974404685508832,0.5187612438965793,0.7038480734664184,-0.10039644208849752,-0.1045573086868964,-0.10735645591861258,-0.09309761211382223,-0.0341458442894954,0.8212364556261416,0.7020801050204734,0.6561468845818128,0.03123529293344616,0.07500461197939054,-0.02154823906125448,4.139872501064097
Sliding Doors (1998),0.3456931025648792,0.21916650676185478,0.1952639471239916,0.45067469623517,0.19244251581944552,0.17976310983841678,0.49581559873010506,0.15146514336272404,0.12864169118773292,0.030988552056742252,0.09796424928842222,0.39867188094642736,0.3566222772575817,0.4801963210203175,0.07569876792406424,0.328813748368103,4.127882108485978
Harold and Maude (1971),0.07346398802462463,-0.012404202515335801,0.2807540063832591,0.2958855749058471,0.23969782815272614,0.2931275763880589,0.6716271759939386,0.408315874573165,0.33819308843598606,0.04922151761256264,0.1444049885822735,0.053406984165703775,0.3902184437682651,0.5732793613638665,0.06870896535490326,0.2551424009107306,4.123043572100576
Cat on a Hot Tin Roof (1958),-0.031125789424273985,0.08588639237932902,0.1307695498053336,0.36298651274648047,0.3480128768632754,0.2796455175745759,0.3626502621681562,0.3414805138714052,0.42696008817766945,0.24020730238294813,0.332372982116816,0.5406418362147791,0.1873617317403104,0.3439422629344588,0.007138328838144559,0.15726805054455562,4.116198418933964
Airplane II: The Sequel (1982),0.4900672145334675,0.39860463546667585,0.21074678216593415,0.28936739068883743,0.4456965286877596,-0.005644058378764338,0.3444089466327348,-0.05924714272192764,0.10595987410098709,-0.03933036101355705,0.47082251987851603,0.43732617710948496,0.19156127082354196,0.6711145481793823,0.07812167692274587,0.08624428859249395,4.115820291668312
"Cell, The (2000)",0.5610462166859709,0.258042842667813,0.35928098180045165,0.004600064319360979,0.18203119039154284,0.07437617817637332,0.42297880849779557,0.398382459982362,0.38829305829894717,0.00561751174264045,0.07454759743647521,0.1929352647915111,0.12512827014304667,0.553505048020094,0.21568344846162515,0.2977743341777262,4.114223275593736
Bio-Dome (1996),-0.0429969781128124,0.4067489234016567,0.47852951574394587,0.8782337063384891,0.27842355026702975,0.07383326022783678,0.02037345989169548,0.18290870643524432,0.07247236913024284,0.08073750549837369,0.408188316114239,0.169531087011364,0.39118484255580854,0.38695759527418316,0.21462104437975604,0.11273360398297748,4.11248050814003
Nine to Five (a.k.a. 9 to 5) (1980),0.1857513112189566,0.2177217401983707,0.17625752096205158,0.33085149146062925,0.4294161522532832,0.1654913430019643,0.3457014582353455,0.3937449973037619,0.40986415460952436,-0.029981102728223886,0.19368630677093096,0.284498691873683,0.13192196102510573,0.5677715544700899,0.11532571379438941,0.19109762775192943,4.109120922201792
"Dead Zone, The (1983)",0.07316257337729634,0.662943915405067,0.07822579316214286,0.5693130613669285,0.6218270109877044,-0.10651202127760218,0.2635222850529104,0.014289534991592636,-0.09876858816989365,-0.03622581455923039,0.6360102177901906,0.580303046917959,0.06996694413003496,0.5345744191517519,0.13853814854148247,0.10242901169499438,4.103599538563329
Excalibur (1981),0.016513853061860272,0.09188786464150474,0.2531972183643178,0.5872360904022131,0.7201574286354624,0.07965209077361511,0.30088459787326083,0.20152659099811238,0.2929761848875537,-0.04663004603831978,0.527645851172014,0.2984620374958228,0.12197345245496158,0.48390702712756856,0.05354258747724355,0.11781043196309039,4.100743261290281
Lord of the Flies (1963),-0.006539966938762865,0.3243192389854951,0.1940550219269567,0.06854409047344422,0.3571777918882599,0.2858931636537721,0.5189231379433981,0.17489808141377505,0.5582809792287462,0.09220914996501327,0.1744696067950122,0.23608837508581937,0.3065780530970747,0.6023634349862976,0.046498718381415456,0.16062472114496543,4.094383598030682
Gosford Park (2001),0.1744849317803963,0.39633295677149677,0.13392666960286365,0.41910305852508273,0.1290852774317183,0.1320726459995444,0.541751040712644,0.28120248427807004,0.18553967513518135,-0.0484132137775339,0.1904768335437307,0.39466866376650794,0.36180127310472754,0.5764240261988509,0.008265228701710252,0.21492086844877295,4.091642420223764
Boys on the Side (1995),-0.1285610364353115,0.7269118061474327,0.0017928709697695134,0.6069420576337485,0.7807818160297729,0.020165516758615897,0.006232588486503749,-0.037238178185496566,0.14157391009495945,-0.0344822406977336,0.845380030411381,0.7735228009063071,0.5420595698275962,-0.047273001000301205,-0.03780075194437761,-0.07047203821853228,4.089535720784334
Any Given Sunday (1999),0.24870203908867775,0.46949625745488943,0.5616526385970716,0.17068833265494712,0.1881241907095137,0.06886396963251565,0.30316342791291784,0.09236144268464287,0.24977862763986128,0.0871654035554386,0.2086121845120106,0.3523198345508128,0.21013880706612137,0.4572133593509739,0.27823440227677193,0.14148330598262662,4.087998223669793
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",-0.10830834204558443,0.8405633806717352,0.10010255363950477,0.43122153135710656,0.5103566637415319,-0.02592140914386513,0.06961361275084219,0.08259987387597265,-0.12038014675768759,0.119651236723597,0.8160245709714425,0.6638699648379726,0.6703650176975124,-0.15157702387446584,0.12395337915007812,0.06491160015551362,4.087046463751207
Mary Shelley's Frankenstein (Frankenstein) (1994),-0.11227438279305071,0.9862356283465611,-0.07694305679536845,0.3181155657570548,0.6314122773642897,-0.04301251093523754,0.2625469233290185,0.12176689172449301,0.06039160702310839,-0.04836692381992208,0.743700097237689,0.6229164228949069,0.5105248512046936,0.1238858593111217,-0.02229473914123241,0.008424711513535684,4.087029222221662
"Muppets Take Manhattan, The (1984)",0.13268254677190008,0.41299021003430797,0.3583945099011918,0.611177429399988,0.15683430958972921,0.07602622749225825,0.06414929227056483,-0.006111964867374291,0.2531520415168454,-0.03559574723495342,0.5235729683837874,0.2865181964729086,0.3743899001410932,0.7684478944607952,0.10132971061223271,0.008711745069728334,4.086669270015004
Rashomon (Rashômon) (1950),0.39541915619456164,0.3204230624336946,0.4446792240785939,0.10552808321033846,0.30227544746902124,0.29947226157407203,0.552806077991525,0.16598504441530226,0.25842976090038594,-0.039688814110446946,0.1470841364518138,0.26406437666539173,0.13544129484864215,0.2688422916826897,0.2396239268471311,0.2180419917903862,4.078427322443103
Kiss the Girls (1997),0.27336782580244084,0.09758355933131191,0.7101573733333759,0.28570382443829706,0.39578799586412433,0.1073687056557375,0.4361357340690596,0.1184834517037644,0.30403484780536605,0.08677888324935182,0.051171130845822796,0.13895117342045124,0.23483896845912167,0.5590235138386812,0.16938960777554335,0.09828016034499072,4.06705675593744
Muriel's Wedding (1994),-0.08151109131971462,0.4451490025319466,0.050840087983124276,0.2067346315668746,0.2986574137886196,0.16066149261791215,0.2329757621754886,0.2830782340284245,0.38660485324053145,0.05730976786631875,0.5677580981510186,0.6666921703568487,0.5722454120194542,0.15953841167786847,-0.04498754842887595,0.09304408782194315,4.054790786077783
Black Sheep (1996),-0.08099082548819236,0.522570209636186,0.6872177061508106,0.5863873720523796,0.5449234660333027,0.014806770847982506,0.0007293910627950876,-0.042659302874689234,0.13595879982719508,-0.036087477827455305,0.3557485659040859,0.2640698630841363,0.3018602177339491,0.5024211275451942,0.19926762365919318,0.0945223957785897,4.050745903125463
"Perfect Murder, A (1998)",0.3959164303817764,0.2334630234123875,0.15242252221264246,0.12286160136667146,0.23233993538689574,0.35905151349125947,0.328041275966254,0.3703333893803543,0.5887884897326977,0.3163898482046834,-0.014544258472224054,0.26023549617287656,0.26161328106018766,0.07078908356487117,0.26630819316139354,0.10056951435856126,4.044579339381288
Heavy Metal (1981),-0.1840008608323829,0.7197527619028135,0.26595202018313757,0.6034036373416282,0.6884517534178524,-0.002587639094412514,-0.02168357319546773,0.052363256934850916,0.15558517040359982,-0.05403356158747424,0.9275910628661433,0.4508657141926641,0.3388379669692616,0.2714736072281481,-0.05175573626268849,-0.12011523134892324,4.040100349118751
Private Benjamin (1980),0.17919207318951674,-0.01975299368734105,0.35798881236767344,0.7311967280899417,0.3470900569163748,0.11310728035234519,0.3777703153779278,0.01786843804649996,0.3202847101264882,-0.034001875922869046,0.13839916827462134,-0.04792429904321776,0.6084662129693188,0.7867038829741737,0.08399968776239755,0.07478559786989168,4.035173795663743
Kingpin (1996),0.1586027015047141,0.25147475598701624,0.6361947253574458,0.9339699593445566,0.48792097305806015,-0.1581878933454654,0.02722561976931886,-0.1374947514693061,-0.16707172987993066,0.07619607415171026,0.3525868197534985,0.05257148756573866,0.35239974639623894,0.730971642571298,0.2213674517070842,0.20652164053375643,4.025249223005734
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),0.5884578768635335,0.19927339887688275,0.15267467315771,0.11343577994520221,0.2625747562773116,0.18162490395561257,0.6240237337773938,0.22820483668406621,0.15753704322319984,0.194922201107703,0.14913772011481471,0.18419749973335794,0.2311073111915956,0.17246056794529996,0.1317300453312412,0.44289893933953506,4.01426128752446
Evil Dead II (Dead by Dawn) (1987),0.3238781638058865,0.06356156574633895,0.736830295133551,0.40769747447942495,0.4736697887251412,0.18255898317992464,0.079774584771739,0.008362588287421141,0.41317172872360775,-0.05575871865025159,0.15035739620875854,0.08097012408676647,0.18735655053436742,0.4752245355734925,0.26827889745834266,0.20873725948163388,4.004671217546145
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),-0.034265571598533565,0.3525774596008307,0.40465110256398135,1.1139959538507036,0.630218677668763,0.0854293284303697,-0.12890514538906447,0.0009802133012801345,-0.11477687572127583,-0.042097248655764065,0.4576820166885339,0.4207441682285392,0.12184648267314954,0.5947823224447407,0.023679848584332565,0.11485450361700494,4.001397236287591
"Jerk, The (1979)",0.23466471328347108,0.08858051785865746,0.153861733992766,0.5214469867000628,0.30698822388483044,0.028996811879541756,0.2843695088342804,0.10493021896276053,0.13110735429744394,0.03139794083377545,0.2688067374069721,0.2675829316973757,0.3432496307296769,0.8958342095618955,0.17625821471838357,0.1632226441134854,4.001298378755379
Battlefield Earth (2000),0.585210207529766,0.46131394909910695,0.5659046984210692,0.3110998980540545,0.27300548898992005,0.13049572682930527,0.08633917650492717,0.03111737011158586,-0.09427157490656515,-0.007246824224993577,0.17106276260626668,0.2971969414852384,0.18743166017426677,0.6370164019527611,0.2170052653592167,0.14850571236006133,4.001186860345987
